1.560750675201416016e+01,3.000000000000000000e+01,2.600000000000000000e+01
1.537787723541259766e+01,3.000000000000000000e+01,2.700000000000000000e+01
1.521189117431640625e+01,3.000000000000000000e+01,2.800000000000000000e+01
1.510831928253173828e+01,3.000000000000000000e+01,2.900000000000000000e+01
1.507278156280517578e+01,3.000000000000000000e+01,3.000000000000000000e+01
1.510831928253173828e+01,3.000000000000000000e+01,3.100000000000000000e+01
1.521189117431640625e+01,3.000000000000000000e+01,3.200000000000000000e+01
1.537787723541259766e+01,3.000000000000000000e+01,3.300000000000000000e+01
1.560750675201416016e+01,3.000000000000000000e+01,3.400000000000000000e+01
1.592313861846923828e+01,3.000000000000000000e+01,3.500000000000000000e+01
1.600000000000000000e+01,3.000000000000000000e+01,3.518563461303710938e+01
1.596106147766113281e+01,3.100000000000000000e+01,2.500000000000000000e+01
1.600000000000000000e+01,3.100000000000000000e+01,2.490648460388183594e+01
1.564091587066650391e+01,3.100000000000000000e+01,2.600000000000000000e+01
1.541057205200195312e+01,3.100000000000000000e+01,2.700000000000000000e+01
1.524560165405273438e+01,3.100000000000000000e+01,2.800000000000000000e+01
1.514330959320068359e+01,3.100000000000000000e+01,2.900000000000000000e+01
1.510831928253173828e+01,3.100000000000000000e+01,3.000000000000000000e+01
1.514330959320068359e+01,3.100000000000000000e+01,3.100000000000000000e+01
1.524560165405273438e+01,3.100000000000000000e+01,3.200000000000000000e+01
1.541057205200195312e+01,3.100000000000000000e+01,3.300000000000000000e+01
1.564091587066650391e+01,3.100000000000000000e+01,3.400000000000000000e+01
1.596106147766113281e+01,3.100000000000000000e+01,3.500000000000000000e+01
1.600000000000000000e+01,3.100000000000000000e+01,3.509351730346679688e+01
1.600000000000000000e+01,3.133627510070800781e+01,2.500000000000000000e+01
1.574313354492187500e+01,3.200000000000000000e+01,2.600000000000000000e+01
1.600000000000000000e+01,3.200000000000000000e+01,2.522075843811035156e+01
1.550857925415039062e+01,3.200000000000000000e+01,2.700000000000000000e+01
1.534508609771728516e+01,3.200000000000000000e+01,2.800000000000000000e+01
1.524560165405273438e+01,3.200000000000000000e+01,2.900000000000000000e+01
1.521189117431640625e+01,3.200000000000000000e+01,3.000000000000000000e+01
1.524560165405273438e+01,3.200000000000000000e+01,3.100000000000000000e+01
1.534508609771728516e+01,3.200000000000000000e+01,3.200000000000000000e+01
1.550857925415039062e+01,3.200000000000000000e+01,3.300000000000000000e+01
1.574313354492187500e+01,3.200000000000000000e+01,3.400000000000000000e+01
1.600000000000000000e+01,3.200000000000000000e+01,3.477923965454101562e+01
1.600000000000000000e+01,3.133627510070800781e+01,3.500000000000000000e+01
1.592314434051513672e+01,3.300000000000000000e+01,2.600000000000000000e+01
1.600000000000000000e+01,3.300000000000000000e+01,2.577438926696777344e+01
1.567462539672851562e+01,3.300000000000000000e+01,2.700000000000000000e+01
1.550857925415039062e+01,3.300000000000000000e+01,2.800000000000000000e+01
1.541057205200195312e+01,3.300000000000000000e+01,2.900000000000000000e+01
1.537787723541259766e+01,3.300000000000000000e+01,3.000000000000000000e+01
1.541057205200195312e+01,3.300000000000000000e+01,3.100000000000000000e+01
1.550857925415039062e+01,3.300000000000000000e+01,3.200000000000000000e+01
1.567462539672851562e+01,3.300000000000000000e+01,3.300000000000000000e+01
1.592314434051513672e+01,3.300000000000000000e+01,3.400000000000000000e+01
1.600000000000000000e+01,3.300000000000000000e+01,3.422561264038085938e+01
1.600000000000000000e+01,3.328872680664062500e+01,2.600000000000000000e+01
1.592314434051513672e+01,3.400000000000000000e+01,2.700000000000000000e+01
1.600000000000000000e+01,3.400000000000000000e+01,2.671127128601074219e+01
1.574313354492187500e+01,3.400000000000000000e+01,2.800000000000000000e+01
1.564091587066650391e+01,3.400000000000000000e+01,2.900000000000000000e+01
1.560750675201416016e+01,3.400000000000000000e+01,3.000000000000000000e+01
1.564091587066650391e+01,3.400000000000000000e+01,3.100000000000000000e+01
1.574313354492187500e+01,3.400000000000000000e+01,3.200000000000000000e+01
1.592314434051513672e+01,3.400000000000000000e+01,3.300000000000000000e+01
1.600000000000000000e+01,3.400000000000000000e+01,3.328872680664062500e+01
1.600000000000000000e+01,3.328872680664062500e+01,3.400000000000000000e+01
1.600000000000000000e+01,3.422561264038085938e+01,2.700000000000000000e+01
1.600000000000000000e+01,3.477923965454101562e+01,2.800000000000000000e+01
